    {19, "新手"}
    {3152, "因商店银行存放的金币过多，无法取回道具和金币。\r\n请到自由市场入口找弗里德。"},
    {3153, "因其中有只能拥有一个的道具，无法取回道具，但金币已取回。\r\n请到自由市场入口找弗里德。"},
    {3154, "因背包已满无法取回道具，但金币已取回。\r\n请到自由市场入口找弗里德。"},
    {3155, "因未知原因无法取回道具，但金币已取回。\r\n请到自由市场入口找弗里德。"},
    {3160, "我想你在这里没有可取回的道具或金币。\r\n这里是取回你无法从雇佣商人处获得的金币和道具的地方。你需要用开设个人商店的那个角色来找我。"},
    {3162, "此功能目前不可用。\r\n请稍后再试"},
    {3163, "这些道具已存放 %d 天，保管费为总价的 %d%%，\r\n即 %d 金币。\r\n确定要取回吗？"},
    {3166, "因商店银行存放的金币过多，\r\n无法取回金币和道具。"},
    {3167, "因其中有只能拥有一个的道具，\r\n无法取回金币和道具。"},
    {3168, "因手续费不足，无法取回金币或道具。"},
    {3169, "因背包已满，\r\n无法取回金币和道具。"},
    {3179, "因没有宠物，无法完成任务。\r\n请召唤宠物后再试。"},
    {3180, "用当前召唤的宠物无法完成任务。\r\n请换成符合任务要求的宠物后再试。"},
    {3210, "你获得了家族积分 (+%d)"},
    {3211, "你失去了家族积分 (%d)"},
    {3213, "你已游玩冒险岛 %d 小时。"},
    {3214, "你已游玩冒险岛 %d 小时。\r\n建议你休息一下。"},
    {3217, "请立即前往频道 %s 的家族任务 NPC 处入场。"},
    {3218, "下一个就轮到你的家族了。请前往频道 %s 的家族任务地图等待。"},
    {3219, "目前有 1 个家族正在参加家族任务，你的家族在等候名单中排第 %d 位。"},
    {3227, "家族任务等候编号:%d"},
    {3265, "宠物 %s 的道具捡取技能已%s。 "},
    {3266, "宠物 %s 的移动范围扩大技能已%s。 "},
    {3267, "宠物 %s 的自动捡取技能已%s。 "},
    {3268, "宠物 %s 的捡取无归属道具及金币技能已%s。 "},
    {3269, "宠物 %s 的 HP 恢复技能已%s。 "},
    {3277, "枫叶岛"},
    {3278, "维多利亚岛"},
    {3281, "任务助手 (%d/5)"},
    {3289, "要搜索\r\n[%s] 吗？\r\n按确定后若有搜索结果，密涅瓦的猫头鹰将会消失。"},
    {3294, "如果商店在其他频道或已关闭，则无法使用「GO」。"},
    {3295, "找不到你输入的\r\n道具。"},
    {3296, "商店已关闭"},
    {3298, "该商店在 %d 号房间营业（频道 %s）。"},
    {3333, "请在 %d 秒内选择石头、剪刀或布。"},
    {3334, "要挑战 %d 连胜，请按继续。挑战失败将不会获得奖励。"},
    {3341, "每天只能玩 %d 次。"},
    {3349, "从 %2d/%2d/%4d   (月/日/年)"},
    {3350, "至 %2d/%2d/%4d     (月/日/年)"},
    {3364, "只出售 %d 个。"},
    {3365, "目前剩余 %d 个。"},
    {3376, "%s 请求与你订婚。\r\n要接受求婚吗？"},
    {3395, "丢弃该道具将解除婚约。\r\n确定要丢弃吗？"},
    {3426, "这是最后的修改机会。\r\n确定要提交该名单吗？"},
    {3427, "恭喜！\r\n预约已成功完成！"},
    {3429, "不能给自己发送婚礼请帖。\r\n结婚的人就是你！"},
    {3430, "恭喜！ \r\n你被邀请参加婚礼！ \r\n请查看其他栏。"},
    {3431, "其他栏已满。\r\n请空出位置\r\n以接收婚礼请帖。"},
    {3432, "%s 与 %s 的婚礼将在频道 %d 的小教堂举行"},
    {3433, "%s 与 %s 的婚礼将在频道 %d 的大教堂举行"},
    {3441, "请先删除当前的公告\r\n后再试。"},
    {3461, "该消息已被其他用户删除。\r\n请重新确认。"},
    {3463, "该喇叭仅限\r\n10 级以上的角色使用。"},
    {3464, "雇佣商人商店仅限\r\n15 级以上的角色使用。"},
    {3465, "扭蛋机仅限\r\n15 级以上的角色使用。"},
    {3466, "该传送石仅限\r\n6 级以上的角色使用。"},
    {3467, "该道具只能在账号注册 15 天后使用。"},
    {3485, "组队经验值加成 (+%d)"},
    {3486, "狩猎超过 %d 小时的经验值加成 (+%d)"},
    {3487, "每击败第 3 只怪物可获得 %d%% 的额外经验值。"},
    {3506, "月兔做好了第 %d 个年糕。"},
    {3510, "你的宠物不能吃这种食物。\r\n请重新确认。"},
    {3514, "确定要使用 %s 吗？"},
    {3515, "你使用了 %s。"},
    {3516, "无法装备该隐形眼镜，因为\r\n你已佩戴同颜色的镜片。"},
    {3523, "捕获的怪物"},
    {3558, "精通之书"},
    {3560, "无法使用 %s。"},
    {3561, "虽然使用了 %s，但没有产生任何效果。"},
    {3569, "[精通等级 : %d]"},
    {3571, "%s 的时间已结束，即将消失。"},
    {3572, "%s 正在消失。"},
    {3621, "等待队伍超过一小时。\r\n请稍后再使用。"},
    {3624, "该消息将在 %d 秒后发送到 \r\n冒险岛 TV。 \r\n 要继续吗？"},
    {3637, "等待队伍超过 15 秒。\r\n请稍后再使用。"},
    {3642, "15 级及以下的玩家 \r\n每天只能交易 100 万金币。 \r\n你今天已达上限，\r\n请明天再试。"},
    {3657, "道具总价超过了\r\n可出售的金币上限。"},
    {3658, "要将该道具作为礼物送给别人吗？\r\n[ %s ]"},
    {3659, "你的账号中没有足够的礼物券。\r\n请用 Nexon 游戏卡充值账号 \r\n以获得礼物券来赠送该道具。"},
    {3660, "因技术问题，\r\n目前无法发送该道具。\r\n请稍后再试。"},
    {3661, "账号首次充值未满两周，\r\n无法赠送道具。"},
    {3662, "有违规记录的账号\r\n无法向他人赠送道具。请确认 \r\n你的账号未被封锁，\r\n也未非法充值 Nexon 点券。"},
    {3663, "因系统限制， \r\n目前无法赠送该道具。 \r\n请稍后再试。"},
    {3664, "你已超过可向其他角色赠送道具的时间限制。 "},
    {3665, "因技术问题 \r\n无法赠送该道具。 \r\n请稍后再试。"},
    {3672, "无法转移正在\r\n结婚的角色。"},
    {3673, "无法转移正在\r\n担任族长的角色。"},
    {3674, "无法将角色转移到\r\n其当前所在的服务器。"},
    {3675, "无法将角色转移到\r\n新开的服务器。"},
    {3676, "无法将角色转移到\r\n你的账号已有 3 个角色的服务器。"},
    {3677, "如果你的账号曾被封锁过，\r\n则无法转移角色。"},
    {3678, "最近 30 天内\r\n已转移过的角色\r\n无法再次转移。"},
    {3679, "正在转移中的角色\r\n无法删除。"},
    {3680, "正在转移中的角色\r\n无法结婚。"},
    {3681, "正在转移中的角色\r\n无法创建家族。"},
    {3682, "无法用正在转移中的角色\r\n申请转移。"},
    {3683, "如果你的账号已申请过转移，\r\n则无法转移角色。"},
    {3684, "已申请转移的账号\r\n无法创建新角色。"},
    {3685, "只能用正在转移中的角色\r\n取消申请。"},
    {3686, "%s 已申请 \r\n转移到 %s。"},
    {3687, "%s 已从 %s 转移而来"},
    {3701, "[祝贺] %s 已达到 200 级！恭喜 %s 取得如此惊人的成就！"},
    {3705, "[%s] 已无法战斗，[%s] 队失去了 %d CP。"},
    {3716, "[%s] 召唤了一个存在。[%s]  "},
    {3717, "[%s] 使用了技能。[%s]"},
    {3718, "[%s] 召唤了该存在。[%s] "},
    {3721, "队伍 [%s] 的 [%s] 退出了怪物狂欢。"},
    {3722, "由于 [%s] 队的队长退出怪物狂欢，已任命 [%s] 为新的队长。"},
    {3735, "组队成员 : %s"},
    {3743, "剩余 CP: %d / 获得 CP: %d"},
    {3774, "至少需要输入 %d 个字符。(韩文)"},
    {3775, "最多只能输入 %d 个字符。(韩文)"},
    {3783, "[%s] 已从自动提醒中排除，重新登录前不会自动登记"},
    {3784, "[%s] 任务正在进行，但尚未登记到提醒中。"},
    {3792, "由 [%s] 发送的包裹\r\n已过期。\r\n"},
    {3802, "服务费为 \r\n%d 金币。\r\n同时将消耗 \r\n1 张 [快递优惠券]。\r\n确定 \r\n要发送吗？"},
    {3803, "邮费/运输费合计为\r\n%d 金币。\r\n确定要发送包裹吗？"},
    {3808, "无法将包裹发送给\r\n同一账号下的角色。"},
    {3814, "背包中没有足够的空位。\r\n请重新确认后再试。"},
    {3815, "因该道具只能拥有一个，\r\n无法取回金币和道具。"},
    {3825, "包裹仍在发送中。\r\n请稍后再试。"},
    {3826, "包裹中的道具和/或金币\r\n将被永久删除。\r\n确定要删除吗？"},
    {3827, "仅限 %d 级以上"},
    {3832, "允许 %s 查看你的好友聊天。"},
    {3833, "阻止 %s 查看你的好友聊天。"},
    {3834, "查看 %s 的好友聊天。"},
    {3835, "禁止查看 %s 的好友聊天。"},
    {3836, "%s 无法收听你的好友聊天。"},
    {3837, "%s 可以收听你的好友聊天"},
    {3840, "要将组长职位移交给 \r\n%s 吗？"},
    {3864, "如果 %d 分钟内不召唤扎昆，扎昆祭坛将会关闭。"},
    {3865, "扎昆祭坛将在 %d 分钟后关闭。"},
    {3874, "由于组长掉线，已任命 %s 为新的组长。"},
    {3901, "该优惠券仅限冒险岛使用，\r\n不能赠送给他人。"},
    {3902, "活动组队经验值加成 (+%d) x%d"},
    {3903, "结婚经验值加成 (+%d)"},
    {3904, "活动经验值加成 (+%d)"},
    {3905, "获得'每日活动'经验值加成。(+%d)"},
    {3906, "接下来完成的 %d 个任务将获得额外的活动经验值加成。 "},
    {3969, "道具数量不足。\r\n请重新确认。"},
    {3970, "你登记的道具\r\n无法进行交易。"},
    {3974, "请输入超过 110 \r\nNexon 点券的价格。"},
    {3976, "要以 %d 直接购买\r\n该道具吗？"},
    {3983, "当前最高竞标 : %d"},
    {3984, "剩余时间 : %d 小时 %d 分"},
    {3985, "竞标幅度 : %d"},
    {3986, "一口价 : %d"},
    {3988, "%s 的 %s\r\n以 %d Nexon 点券售出。"},
    {3989, "%s 的 %s\r\n以 %d Nexon 点券买入。"},
    {3990, "单价 : %d"},
    {3991, "%d 小时 %d 分"},
    {3993, "竞标次数 : %d"},
    {3994, "道具数量 : %d"},
    {3995, "无法取消出售。\r\n该道具至少已有 1 次竞标。"},
    {3996, "拍卖可在开始前 24~168 小时内设置，\r\n以 1 小时为单位。"},
    {4006, "限制为 %d 个以下。"},
    {4018, "道具已成功放入\r\n购物车。"},
    {4040, "登记价格 : %d Nexon 点券"},
    {4041, "售价 : %d"},
    {4043, "合计 : %d \r\n 列表 : %d"},
    {4044, "因未知错误，\r\nMTS 请求失败。"},
    {14, "装备"},
    {16, "设置"},
    {17, "其他 "},
    {18, "宠物"},
    {2063, "不是可序列化的对象"},
    {2064, "不是可枚举的对象"},
    {2087, "创建安全线程失败"},
    {2149, "CRC 信息已过期"},
    {2148, "无 CRC 信息"},
    {2698, "假GM"},
    {2911, "无限制"},
    {3056, "现金交易"},
    {3220, "家族任务"},
    {3529, "宠物戒指"},
    {3559, "技能之书"},
    {2860, "你已顺利通过测谎检测。感谢你的配合。Enjoy Your Life 冒险岛！"},
    {2877, "\r\n#b#L%d# #i%07d# %s %d个#l"},
    {3071, "现在是试运营期间，\r\n可能在无预告的情况下中断服务。"},
    {3075, "该角色无法举报。"},
    {3076, "因虚假举报已受处罚，\r\n无法进行举报。"},
    {3229, "心愿单活动的参与方式：\r\n先把 10 件道具加入心愿单，\r\n再抽选与 33,333 最接近的人，\r\n赠送丰厚奖品。\r\n心愿单中的道具数量不足。\r\n请重新确认。"},
    {3230, "将抽选与 33,333 最接近的人，\r\n赠送丰厚奖品。要以当前内容\r\n参加心愿单活动吗？\r\n总价 : %d 点券"},
    {3231, "验证码已通过手机短信发送。"},
    {3232, "恭喜你加入会员商店。\r\n通过手机收到的短信\r\n可以下载会员商店。"},
    {3233, "服务器连接失败。\r\n请稍后再试。"},
    {3234, "电话号码输入有误。\r\n请确认后再试。"},
    {3235, "手机用户信息与\r\n你输入的信息不一致。\r\n请确认后再试。"},
    {3236, "认证过程中发生错误。\r\n请稍后再试。"},
    {3237, "你已经加入过会员商店。"},
    {3238, "验证码输入有误。\r\n请确认后再试。"},
    {3239, "请求处理超时。\r\n请稍后再试。"},
    {3474, "亿"},
    {3475, "万"},
    {3477, " %d十"},
    {3478, " %d百"},
    {3479, " %d千"},
    {3482, " %d千万"},
    {3351, "[周一]"},
    {3353, "[周三]"},
    {3355, "[周五]"},
    {3356, "[周六]"},
    {3357, "[周日]"},
    {3540, "	背包中的道具栏位不足。"},
    {3573, "	未知"},
    {3711, "		因未知错误，请求失败。"},
    {3712, "	你在怪物狂欢中获胜。稍后将被移动到其他场所，请稍候。"},
    {3771, "	线索："},
    {3829, "	新包裹已送达。"},
    {3863, "	不能邀请自己加入组队。"},
    {3870, "		该道具无法发送。 "},
    {3873, "	%s 已成为组长。"},
    {2695, "使用外挂"},
    {2696, "自动挂机"},
    {2697, "诈骗"},
    {2699, "骚扰"},
    {2700, "广告宣传"},
    {3055, "欺诈"},
    {9, "宋体"},
    {11, "宋体"},
